_id,intitule,localisation,date_debut,date_fin,replacement_or_creation,presentiel_distanciel,isClosed,daysPlanned,forfait_remuneration
64c3d9d52a54af607b924765,Stratégie de communication,Angouleme,26/09/2023,26/06/2024,Création de poste,,FALSE,,hourly
64c239c802ad7455c86b99a1,PREVENTION DES RISQUES ET DEMARCHE QUALITÉ,Bordeaux,24/04/2023,20/06/2023,Création de poste,,FALSE,,
64c0d12d02ad7455c86b972d,UX Guerilla testing,Toulouse,24/03/2023,16/06/2023,Création de poste,,TRUE,,hourly
64bfe33602ad7455c86b9354,B3-S2-Finances responsables,Lyon,04/04/2024,16/05/2024,Création,,FALSE,,hourly
64bf904e02ad7455c86b8efd,Marketing sportif : Retail et grande distribution,Bordeaux,01/09/2022,30/06/2023,Création de poste,,FALSE,,
64bf8f3202ad7455c86b8ee7,outils de décisions statistiques,Bordeaux,01/09/2023,30/06/2024,Création de poste,,FALSE,,
64bf8e5f02ad7455c86b8ee0,Mathématiques appliquées,Bordeaux,23/11/2023,05/06/2024,Création de poste,,FALSE,,
64be94c502ad7455c86b8c6d,Risque de la co activité,Nantes,28/11/2023,01/12/2023,RECONDUCTION,,FALSE,,hourly
64be946302ad7455c86b8c66,Gestion de crise,Nantes,07/11/2023,10/11/2023,RECONDUCTION,,FALSE,,hourly
64be940402ad7455c86b8c63,Accessibilité,Nantes,23/01/2024,23/01/2024,RECONDUCTION,,FALSE,,hourly
64be93ab02ad7455c86b8c5f,Risques professionnels,Nantes,04/10/2023,20/10/2023,RECONDUCTION,,FALSE,,hourly
64be915502ad7455c86b8c52,Déployer et assurer le suivi qualité d’un SIRH,Bordeaux,01/09/2023,31/01/2024,Création ,,FALSE,,hourly
64baad89044a1149b7ab9dd9,"Partager les principes clés et les mettre en application :  tenir ses engagements , s'investir au quotidien, checher à s'améliorer en permanence ...",Le Mans,01/09/2023,30/11/2023,Création de poste,,FALSE,,hourly
64ba2c22044a1149b7ab9bd4,Formateur Culture Générale et Expressions (CGE),Bordeaux,,,Création de poste,,FALSE,,hourly
64b7b5b984e22e017f4944f4,Jury anglais,Bordeaux,27/04/2023,27/04/2023,Créa,,TRUE,,hourly
64b79d0584e22e017f4944b4,COMMUNITY MANAGEMENT,Bordeaux,13/11/2023,12/12/2023,RECONDUCTION,,FALSE,,hourly
64b68c0984e22e017f4942e7,Sécurité des Réseaux,Bordeaux,01/09/2023,03/06/2024,Création,,FALSE,,hourly
64b68b9c84e22e017f4942e4,Formateur réseaux informatiques : CISCO,Bordeaux,07/12/2022,05/01/2023,Création de poste,,TRUE,,hourly
64b68ae484e22e017f4942e2,Formateur réseaux informatiques : Routing/Firewalling,Bordeaux,17/07/2023,31/08/2023,reconduction,,FALSE,,hourly
64b665d786b3167b713c307a,Economie comportementale et décision financière,Bordeaux,09/01/2024,20/02/2024,Création ,,FALSE,,hourly
64b6625586b3167b713c3069,Découverte des principaux logiciels PACK OFFICE,Bordeaux,01/09/2023,31/12/2023,Création,,FALSE,,hourly
64b65cfc86b3167b713c3044,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,Création de poste,,TRUE,,hourly
64b65cbc86b3167b713c303d,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,Création de poste,,TRUE,,hourly
64b65cae86b3167b713c303a,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,Création de poste,,TRUE,,hourly
64b65ca186b3167b713c3038,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,Création de poste,,TRUE,,hourly
64b65c9186b3167b713c3035,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,Création de poste,,TRUE,,hourly
64b65c8286b3167b713c3032,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,Création de poste,,TRUE,,hourly
64b65c7386b3167b713c302f,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,Création de poste,,TRUE,,hourly
64b65c5586b3167b713c302b,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,Création de poste,,TRUE,,hourly
64b65c5086b3167b713c302a,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,Création de poste,,TRUE,,hourly
64b5697a5b32d14c2c8daa00,FINANCE INTERNATIONALE,Bordeaux,01/09/2022,31/05/2023,Création,,TRUE,,hourly
64b568ca5b32d14c2c8da9fc,GRANDS PRINCIPES DE LA PLANIFICATION,Bordeaux,01/09/2022,31/07/2023,,,TRUE,,
64b568805b32d14c2c8da9f9,OUTILS & ENJEUX DU CONTRÔLE DE GESTION,Bordeaux,03/10/2022,05/12/2022,Création de poste,,TRUE,,
64b568305b32d14c2c8da9f6,PILOTAGE STRATEGIE FINANCIERE,Bordeaux,06/01/2023,03/03/2023,Création de poste,,TRUE,,hourly
64b562c95b32d14c2c8da9d9,Fondamentaux de la finance,Bordeaux,13/03/2023,02/05/2023,Création de poste,,TRUE,,hourly
64b552435b32d14c2c8da9a1,Audit RH du groupe,Bordeaux,22/05/2023,31/07/2023,Création de poste,,FALSE,5,daily
64b53f145b32d14c2c8da93e,JEE : TP,Bordeaux,01/09/2023,30/06/2024,Création,,FALSE,,hourly
64b53e715b32d14c2c8da93c,Sécurité des SI : TP,Bordeaux,01/09/2023,03/06/2024,Création,,FALSE,,hourly
64b4f23a8e63f648f2a9a538,Jury RH Grand Oral,Bordeaux,14/06/2023,23/06/2023,Création,,TRUE,,hourly
64b4ec4b3ada0550cb50fe22,Relations commerciales,Bordeaux,01/09/2023,30/06/2024,Création,,FALSE,,hourly
64b0055bcb34de02d72d427f,Lancement produits / stratégie produits,bordeaux,01/01/2024,01/06/2024,créa,,FALSE,,hourly
64afd381cb34de02d72d4218,Immobilier de luxe,Bordeaux,01/09/2023,30/06/2024,,,FALSE,,hourly
64aed862cb34de02d72d408b,JURY GESTION DE PROJET DIGITAL,TOULOUSE,13/07/2023,13/07/2023,REMPLACEMENT,,TRUE,,hourly
64ae7f17cb34de02d72d3fb8,Supply chain,Bordeaux,01/09/2023,30/06/2024,reconduction,,FALSE,,hourly
64ae7e1dcb34de02d72d3fb0,Supply chain,Bordeaux,10/11/2022,30/06/2023,Création,,TRUE,,hourly
64ae787dcb34de02d72d3fac,Jury Soutenance Infra,Bordeaux,17/07/2023,20/07/2023,Création,,FALSE,,hourly
64ad4a13ff8744752952202d,Jury soutenance mémoire I2 DEV 1 & 2,Bordeaux,17/07/2023,21/07/2023,Création,,FALSE,,hourly
64ad2b44ff87447529521fdf,outils de reporting,Bordeaux,10/01/2023,14/02/2024,Reconduction,,FALSE,,hourly
64ac20e50c73164841e4cd25,Développer son univers métaverse,Toulouse,02/04/2024,13/06/2024,reconduction,,FALSE,,hourly
64ac208e0c73164841e4cd23,Univers Métaverse et IA,Toulouse,02/04/2024,13/06/2024,reconduction,,FALSE,,
64ac207c0c73164841e4cd22,Univers Métaverse et IA,Toulouse,02/04/2024,13/06/2024,reconduction,,FALSE,,
64ac20780c73164841e4cd21,Univers Métaverse et IA,Toulouse,02/04/2024,13/06/2024,reconduction,,FALSE,,
64ac14080c73164841e4cceb,Digital Management,Bordeaux ,10/07/2023,10/07/2023,Création,,FALSE,,hourly
64ac13e30c73164841e4cce9,Digital Management,Bordeaux ,10/07/2023,10/07/2023,Création,,FALSE,,hourly
64ac0edf0c73164841e4cca7,Digital Management,Bordeaux ,10/07/2023,10/07/2023,Création,,FALSE,,hourly
64ac0e450c73164841e4cca1,Digital Management,Bordeaux ,10/07/2023,10/07/2023,Création,,FALSE,,hourly
64ac0da80c73164841e4cc9e,Digital Management,Bordeaux ,10/07/2023,10/07/2023,Création,,FALSE,,hourly
64ac0da10c73164841e4cc9d,Digital Management,Bordeaux ,10/07/2023,10/07/2023,Création,,FALSE,,hourly
64ac0b7c0c73164841e4cc8f,INTELLIGENCE ECONOMIQUE ET PROSPECTIVE,Bordeaux,08/06/2023,08/06/2023,,,FALSE,,hourly
64abca2e0c73164841e4cba8,Bases de données - Conception/Administration,Bordeaux,26/06/2023,26/06/2023,Créa,,FALSE,,hourly
64abca1b0c73164841e4cba7,Serveur WEB,Bordeaux,26/06/2023,26/06/2023,Créa,,FALSE,,hourly
64abc9ed0c73164841e4cba6,Bases de données - Conception/Administration,Bordeaux,26/06/2023,26/06/2023,Créa,,FALSE,,hourly
64abc9e00c73164841e4cba5,Bases de données - Conception/Administration,Bordeaux,26/06/2023,26/06/2023,Créa,,FALSE,,hourly
64abc9c20c73164841e4cba4,Social Engineering,Bordeaux,26/06/2023,26/06/2023,Créa,,FALSE,,hourly
64abc94b0c73164841e4cba0,Formateur RH - Optimisation de la politique de rémunération,Toulouse,13/12/2021,12/01/2022,Création de poste,,FALSE,,
64abc9410c73164841e4cb9f,Formateur RH - Méthode et outils de l’audit social,Toulouse,17/11/2022,14/12/2022,reconduction,,FALSE,,
64abc9060c73164841e4cb9e,Droit des contrats commerciaux,"Bordeaux, France",16/05/2024,13/06/2024,reconduction +,,TRUE,,hourly
64abc8f40c73164841e4cb9d,Droit du numérique,"Bordeaux, France",16/05/2024,13/06/2024,rreconduction,,TRUE,,hourly
64abc8b30c73164841e4cb9c,Versionning et Repository,Bordeaux,26/06/2023,26/06/2023,Créa,,FALSE,,
64abc8a60c73164841e4cb9b,Versionning et Repository,Bordeaux,26/06/2023,26/06/2023,Créa,,FALSE,,
64abc87d0c73164841e4cb9a,Connaître ses moteurs de motivation,Bordeaux,01/09/2023,01/01/2024,Création,,FALSE,,hourly
64abc8690c73164841e4cb99,Physique,Bordeaux,01/01/2024,30/05/2024,Création,,FALSE,,hourly
64abc8520c73164841e4cb98,Sécurité des SI,Bordeaux,01/09/2023,03/06/2024,Création,,FALSE,,hourly
64abc8210c73164841e4cb96,JEE,Bordeaux,01/09/2023,30/06/2024,Création,,FALSE,,hourly
64abc8130c73164841e4cb95,Jury RH,Bordeaux,14/06/2023,23/06/2023,Création,,FALSE,,hourly
64abc80c0c73164841e4cb94,Jury RH,Bordeaux,14/06/2023,23/06/2023,Création,,FALSE,,hourly
64abc7f80c73164841e4cb93,Administrer son parc informatique en Powershell,Bordeaux,08/06/2023,08/06/2023,créa,,FALSE,,hourly
64abc7950c73164841e4cb91,U5 MANAGEMENT DE L'ACTIVITE TECHNICO-COMMERCIALE,Bordeaux,06/09/2023,30/06/2024,Création de poste,,FALSE,,hourly
64abc7900c73164841e4cb90,U5 MANAGEMENT DE L'ACTIVITE TECHNICO-COMMERCIALE,Bordeaux,06/09/2023,30/06/2024,Création de poste,,FALSE,,hourly
64abc70b0c73164841e4cb8c,Construire et développer le portefeuille client,Nantes,22/01/2024,06/03/2024,Création de poste,,FALSE,,hourly
64abc6ed0c73164841e4cb8b,"Gérer son parc informatique avec le cloud : Endpoint Manager, Microsoft 365",Bordeaux,31/01/2024,03/06/2024,créa,,FALSE,,hourly
64abc6e90c73164841e4cb8a,"Gérer son parc informatique avec le cloud : Endpoint Manager, Microsoft 365",Bordeaux,31/01/2024,03/06/2024,créa,,FALSE,,hourly
64abc6dc0c73164841e4cb88,CCNA Partie 2,Bordeaux,31/01/2024,30/06/2024,créa,,FALSE,,hourly
64abc6b70c73164841e4cb87,Fidéliser le client,Nantes,22/01/2024,06/03/2024,Création de poste,,FALSE,,
64abc6b40c73164841e4cb86,CCNA Partie 1,Bordeaux,01/09/2023,31/01/2024,créa,,FALSE,,hourly
64abc69b0c73164841e4cb85,Méthodologie d'organisation du travail,Bordeaux,01/09/2023,31/01/2024,créa,,FALSE,,hourly
64abc67e0c73164841e4cb84,Gestion de parc informatiques,Bordeaux,01/09/2023,31/01/2024,créa,,FALSE,,hourly
64abc6640c73164841e4cb83,Les systèmes d'exploitation Windows et Linux,Bordeaux,01/09/2023,31/01/2024,créa,,FALSE,,hourly
64abc6520c73164841e4cb82,Option Creation Design : Prise de Vue / Motion Design,Bordeaux,01/09/2023,30/01/2024,Création,,FALSE,,hourly
64abc6410c73164841e4cb81,Motion Design,Bordeaux,01/02/2024,30/06/2023,Création,,FALSE,,hourly
64abc59e0c73164841e4cb7c,gestion clients et l’administration des ventes,Nantes,22/01/2024,06/03/2024,Création de poste,,FALSE,,hourly
64abc52f0c73164841e4cb79,Import / Export,Bordeaux,28/08/2023,31/07/2024,Création de poste,,FALSE,,hourly
64a991630c73164841e4c964,Jury pour Oraux d'examen - Anglais,Bordeaux,15/06/2023,15/06/2023,Création,,TRUE,,daily
64a990300c73164841e4c960,"Encadrer les aspects juridiques des projets de créations/développement (structure juridique, marques, brevets, …)",Bordeaux,19/06/2023,23/06/2023,Création de poste,,TRUE,,hourly
64a6cab4e0843b7be97f5d64,formateur en anglais BTS CI 1,Bordeaux,29/08/2022,31/07/2023,Création de poste,,TRUE,,hourly
64a6c79de0843b7be97f5d55,formateur en anglais BTS CI 1,Bordeaux,,,RECONDUCTION,,FALSE,,hourly
64a6bb5de0843b7be97f5d24,Sélectionner une plateforme logistique,Lyon,30/11/2023,14/12/2023,Création de poste,,FALSE,,hourly
64a57f0ce0843b7be97f5ac3,Assistant(e) administratif opérationnel,Bordeaux,,,Création de poste,,FALSE,1,daily
64a44b4ee0843b7be97f573c,Assistant(e) administratif opérationnel,Bordeaux,01/03/2022,,Création de poste,,FALSE,1,daily
64a3edc9e0843b7be97f560d,M1-S1-Droit fiscal,Lyon,27/11/2023,22/01/2024,Création ,,FALSE,,hourly
64a3e99ee0843b7be97f55ea,Etudes de marché,Aix-Marseille,27/11/2023,22/01/2024,Création,,FALSE,,hourly
64a2c777e0843b7be97f5409,M1-S1-Droit fiscal,Lyon,27/11/2023,22/01/2024,Création ,,FALSE,,
64a2a55de0843b7be97f539c,BUSINESS MANAGEMENT,Lille,21/04/2023,16/06/2023,Création,,TRUE,,hourly
64a2a52fe0843b7be97f539b,BUSINESS MANAGEMENT,Lille,21/04/2023,16/06/2023,Création,,TRUE,,hourly
64a29824e0843b7be97f536d,BUSINESS MANAGEMENT,Lille,21/04/2023,16/06/2023,Création,,FALSE,,hourly
649db5eee0843b7be97f4b90,Jury de bachelor - Leroy Merlin,Bordeaux,30/06/2023,30/06/2023,Création de poste,,TRUE,,hourly
649db5e7e0843b7be97f4b8d,Jury de bachelor - Leroy Merlin,Bordeaux,30/06/2023,30/06/2023,Création de poste,,TRUE,,hourly
649db265e0843b7be97f4b86,Mentor HAckaton-Spécialité Infra,"Bordeaux, France",04/07/2023,04/07/2023,Création,presentiel,TRUE,,hourly
649c013ee0843b7be97f47db,Connaissance du métier de la collecte de déchets,Bordeaux,22/06/2023,23/06/2023,création,,TRUE,,hourly
649ad01ee0843b7be97f4545,BUSINESS MANAGEMENT,Lille,21/04/2023,16/06/2023,Création,,FALSE,,hourly
649acfe8e0843b7be97f4544,BUSINESS MANAGEMENT,Lille,21/04/2023,16/06/2023,Création,,FALSE,,hourly
649acfd6e0843b7be97f4543,BUSINESS MANAGEMENT,Lille,21/04/2023,16/06/2023,Création,,FALSE,,hourly
649abce0e0843b7be97f451d,BUSINESS MANAGEMENT,Lille,21/04/2023,16/06/2023,Création,,FALSE,,hourly
649abc9de0843b7be97f451c,BUSINESS MANAGEMENT,Lille,21/04/2023,16/06/2023,Création,,FALSE,,hourly
649abc5ae0843b7be97f451b,BUSINESS MANAGEMENT,Lille,21/04/2023,16/06/2023,Création,,FALSE,,hourly
64955ad0be132659d9fe2b35,Parcours libre : la bourse et le trading,Bordeaux,23/10/2023,26/10/2023,création,,FALSE,,hourly
649558aebe132659d9fe2b2e,Formateur en Évènementiel,Bordeaux,17/10/2023,22/05/2024,Creation,Presentiel,FALSE,,hourly
64953c7abe132659d9fe2ad8,Parcours libre : No code,Bordeaux,16/10/2023,20/10/2023,création ,,FALSE,,hourly
6494436dbe132659d9fe28f1,majeure Référencement et Web marketing,Bordeaux,14/03/2024,19/04/2024,Création de poste,,FALSE,,hourly
64944234be132659d9fe28e7,"majeure Business Dev, E-marketing et CRM",Bordeaux,05/01/2023,06/01/2023,Création de poste,,TRUE,,hourly
64931470be132659d9fe2618,COMMUNITY MANAGEMENT,Bordeaux,11/04/2023,05/05/2023,REMPLACEMENT,,TRUE,,hourly
64906645be132659d9fe201f,Introduction aux concepts du Ethical Hacking,Bordeaux,19/06/2023,19/06/2023,Création,,FALSE,,
6490533bbe132659d9fe1fa6,Bureautique et informatique de gestion,,21/06/2023,21/06/2023,Remplacement,,FALSE,,hourly
648c66a2bf50bf6e8c8e4aff,PSE (prévention santé environnement),Bordeaux,03/05/2023,03/05/2023,Création ,,FALSE,,hourly
648c63bcbf50bf6e8c8e4af3,Business English,Bordeaux,04/09/2023,28/06/2024,Création ,,FALSE,,hourly
6489da02bf50bf6e8c8e45d7,Jury RH,Bordeaux,14/06/2023,23/06/2023,Création,,FALSE,,hourly
6489950c16b46110c144d2a9,Gestion opérationnelle et commercial d’un E-commerce,Bordeaux,23/01/2024,26/02/2024,,,FALSE,,hourly
6488438916b46110c144cf48,Parcours Libre Technologique : Cryptomonnaies,Bordeaux,30/09/2023,02/05/2024,Création,,TRUE,,hourly
6488416c16b46110c144cf3c,Marketing Mobile (format design ux et référencement ),bordeaux,13/06/2023,13/06/2023,Création,,FALSE,,hourly
648349270f428d0ac2be0738,Soutenance de mémoire et correction rapport de synthèse,Bordeaux,07/07/2023,07/07/2023,création,,FALSE,,
648198c40a45f03a65e00ec2,Digital Management,bordeaux,28/02/2024,22/03/2024,création,,FALSE,,hourly
648196b80a45f03a65e00eb5,Marketing de l'innovation,Bordeaux,26/01/2023,06/02/2024,création,,FALSE,,hourly
6481933a0a45f03a65e00e9f,E-CRM,Bordeaux,10/06/2024,13/06/2024,,,FALSE,,hourly
647da97c0a45f03a65e0057b,Jury Grand Oral,Bordeaux,14/06/2023,14/06/2023,Création,,TRUE,,hourly
647c7eeb0a45f03a65e00401,"Jury ""entretien professionnel"" : rapports d'activité",Bordeaux,,,Création,,FALSE,,
647a4b110a45f03a65e0017c,Droit du numérique,"Bordeaux, France",,,Création,distanciel,TRUE,,hourly
6479af479604a319f621a082,Culture de l’innovation et nouvelles technologie (IA / NFT ),Bordeaux,13/02/2024,22/03/2024,Création,,FALSE,,
6479addc9604a319f621a07a,Entreprenariat digital,Bordeaux,01/10/2023,29/02/2024,"Créatio, ",,FALSE,,
6479aae79604a319f621a072,Introduction à l'entrepreneuriat - parcours - événements juridiques - trouver des fonds,Bordeaux ,02/06/2023,02/06/2023,Création,,FALSE,,
6479a7569604a319f621a067,Initiation au développement web (html + CSS),Bordeaux,02/06/2023,02/06/2023,Création,,FALSE,,
6479a6119604a319f621a059,No code,Bordeaux,12/02/2024,14/02/2024,Création ,,FALSE,,
6479a1a59604a319f621a03c,Communication / organisation événementiel,Bordeaux,02/06/2023,02/06/2023,Création,,FALSE,,hourly
6477573e445e3d50d9d1018b,Formateur Culture Générale et Expressions (CGE),Bordeaux,,,Creation,,FALSE,,
64775294445e3d50d9d10180,Entreprenariat digital,Bordeaux,31/05/2023,31/05/2023,Création ,,FALSE,,
64774f97445e3d50d9d1016f,Introduction à l'entreprenariat - parcours - événements juridiques - trouver des fonds,Bordeaux,09/02/2024,15/03/2024,Création ,,FALSE,,
64760131445e3d50d9d0ff78,Coaching Métaverse,Bordeaux,19/04/2023,21/04/2023,Création de poste,,FALSE,,hourly
64633b6bf1f6ab046a9b6092,Formateur Comprendre les enjeux métiers : Directeur Administratif et Financier (DAF),Bordeaux,14/06/2023,14/06/2023,Création de poste,,FALSE,,
644a76068eb450085c331d1a,Directrice•teur admistratif et financier,"Bordeaux, France",,,,,FALSE,,daily
644951658eb450085c331a14,Assurer la Gestion administrative du personnel,Le Mans,01/06/2023,31/12/2023,Création de poste,,FALSE,,hourly
644940578eb450085c331a09,C13 : Gestion administrative du personnel (1 niveau),Le Mans,,,Création de poste,,FALSE,,
64493fa48eb450085c331a03,C15 : Relations sociales (2 Niveaux),Le Mans,30/06/2023,31/12/2023,remplacement,,FALSE,,hourly
6447861cac36522eab56cf1a,Gestion des prestataires et fournisseurs logistiques,Bordeaux,25/05/2023,13/06/2023,RECONDUCTION,,TRUE,,hourly
643566b995cfbe13649d4ce3,Comptabilité immobilière,Bordeaux,13/04/2023,13/04/2023,Création de poste,,FALSE,,
63c18d7fe4ad4526084999ca,Expert UX UI,Bordeaux,,,,,,,daily
63c18d75e4ad4526084999c9,Expert UX UI,Bordeaux,,,,,TRUE,,daily
6393494ec2ac7675f0504ca8,Formateur stratégie éditoriale : mettre en place un plan éditorial,BORDEAUX,12/12/2022,13/12/2022,Remplacement,,TRUE,,
63934947c2ac7675f0504ca6,Formateur stratégie éditoriale : mettre en place un plan éditorial,BORDEAUX,12/12/2022,13/12/2022,Remplacement,,TRUE,,
637e33c85611a441750a5bab,Gestion de la relation client,"Nantes, France",24/10/2022,26/11/2022,Remplacement,presentiel,,,
6365376f63803607b5161e26,Co-jury Bootcamp,"Bordeaux, France",10/11/2022,10/11/2022,Création,presentiel,,,
6365375363803607b5161e23,Co-jury Bootcamp,"Bordeaux, France",10/11/2022,10/11/2022,Création,presentiel,,,
6365373f63803607b5161e20,Co-jury Bootcamp,"Bordeaux, France",10/11/2022,10/11/2022,Création,presentiel,,,
6365324863803607b5161e0e,Co-jury Bootcamp,"Bordeaux, France",10/11/2022,10/11/2022,Création,presentiel,TRUE,,
6365324363803607b5161e0b,Co-jury Bootcamp,"Bordeaux, France",10/11/2022,10/11/2022,Création,presentiel,,,
6331aa0386a6612f5c1fee25,Formateur Projet et Pratique de la Communication,"58 Rue de Marseille, Bordeaux, France",28/09/2022,30/06/2023,Création,presentiel,,,
6331a9e286a6612f5c1fee22,Formateur Projet et Pratique de la Communication,"58 Rue de Marseille, Bordeaux, France",28/09/2022,30/06/2023,Création,presentiel,,,
632485a13acb9b4d5764ed46,Conference english,"Nantes, France",10/10/2022,26/11/2022,Création,presentiel,TRUE,,
6324856d3acb9b4d5764ed43,Conference english,"Nantes, France",10/10/2022,26/11/2022,Création,presentiel,,,
6311c25b6977227acbbbe6f9,Spécialiste réseaux informatiques,"Bordeaux, France",05/12/2022,20/01/2023,Création,presentiel,TRUE,,
6310b2a41acadb22d66bd772,Formateur CEJM,"Rue de Marseille, Bordeaux, France",08/09/2022,21/07/2023,Remplacement,presentiel,,,
630c8e0f47b68d445cd21c08,Formateur Technique du batiment,"Bordeaux, France",07/10/2022,28/02/2023,Autre,presentiel,,,
630c7b4c47b68d445cd21bf5,Formateur Technique du batiment,"Bordeaux, France",07/10/2022,28/02/2023,Autre,presentiel,,,
6308bd0d47b68d445cd21807,Formateur Informatique de gestion,Bordeaux,10/10/2022,15/04/2023,Autre,PRESENTIEL,,,
63089d5c47b68d445cd217d5,Formateur Informatique de gestion,Bordeaux,10/10/2022,15/04/2023,Autre,PRESENTIEL,,,
62e295b0da1b4c117df10358,Professeur d'Anglais : professionnal english & ENGLISH CERTIFICATION,"Nantes, France",01/09/2022,01/06/2023,Création,presentiel,,,
62df94b5f5e6794d89e1e48c,Entrepreneuriat vs intrapreneuriat,"Lille, France",13/02/2023,01/04/2023,Création,presentiel,,,
62d9262ef5e6794d89e1dcf4,économie de l'environnement,"Lille, France",13/02/2023,01/04/2023,Création,presentiel,,,
62d80d27f5e6794d89e1dc17,coaching,"Bordeaux, France",05/09/2022,01/06/2023,Autre,presentiel,TRUE,,
62ce81c6c43a1c07852b7322,Communication Digitale,"Lille, France",03/04/2023,20/05/2023,Création,presentiel,,,
62c2bac703f9d052cb43fe22,Cybersécurité,"Lille, France",11/11/2022,28/01/2023,Création,presentiel,,,
62962a6c1fbb047964271fa9,[TEST] Jury RH avec Ezé,"Bordeaux-Lac, Bordeaux, France",31/05/2022,16/06/2022,Remplacement,distanciel_plus_presentiel_minus,,,
629623681fbb047964271f8a,[TEST] Formateur UX,"Marseille, France",12/09/2022,17/10/2022,Création,presentiel,TRUE,,
629614481fbb047964271f54,Maths - Gestion,"Nantes, France",01/09/2022,30/09/2022,Création,presentiel,,,
628e49b01fbb04796427197c,Formateur Big Data,"Bordeaux, France",12/12/2022,16/12/2022,Création,presentiel_plus_distanciel_minus,,,
628e40d01fbb047964271977,Formateur Cybersécurité,Bordeaux,12/10/2022,16/11/2022,Création,presentiel_plus_distanciel_minus,,,
628ccb8d8cd3654f4645a076,Logistique et grande distribution,bordeaux,9/05/2022,7/06/2022,Autre,,TRUE,,
627123ea92c2ec2a7d267a03,jury d'admission master,"Bordeaux, France",03/05/2022,03/05/2022,Création,presentiel,TRUE,,
6271230a92c2ec2a7d2679fc,jury d'admission master,"Bordeaux, France",03/05/2022,03/05/2022,Création,presentiel,TRUE,,
623dd2e08135b2295c1400e9,CONTROLE DE GESTION BIS,"Bordeaux, France",28/03/2022,29/03/2022,Remplacement,presentiel,,,
623c45418135b2295c13ff57,Formateur en contrôle de gestion,"Bordeaux, France",28/03/2022,29/03/2022,Remplacement,presentiel,,,
61e7e8ef41979a0867313e31,[TEST DEV] Jury Développeur Web Accrédité CDA,"Bordeaux, France",24/01/2022,28/01/2022,Création,presentiel,TRUE,,
61dd96dbf18aaa130b6cce5d,>>TEST<< Jury MSPR DEV,"Bordeaux, France",12/01/2022,13/01/2022,Création,,TRUE,,
61dd5f82f18aaa130b6cce0a,[TEST DEV] Annonce de test,"Talence, France",20/01/2022,28/01/2022,Remplacement,,TRUE,,
61c4595cca71a24b561b7511,Développeur Web Full Stack,"Bordeaux, France",01/01/2022,30/06/2022,Création,,TRUE,,
61c3c47eca71a24b561b746f,[Test DEV] Formation cybersécurité H/F,"Bordeaux, France",24/12/2021,13/01/2022,Remplacement,,TRUE,,